num__Age,num__MonthlyIncome,num__NumCompaniesWorked,num__TrainingTimesLastYear,num__YearsAtCompany,num__EnvironmentSatisfaction,num__JobSatisfaction,num__WorkLifeBalance,num__JobInvolvement,cat__StockOptionLevel_1,cat__StockOptionLevel_2,cat__BusinessTravel_Non-Travel,cat__BusinessTravel_Travel_Frequently,cat__BusinessTravel_Travel_Rarely,cat__Department_Human Resources,cat__Department_Sales,cat__Education_College,cat__EducationField_Human Resources,cat__EducationField_Other,cat__EducationField_Technical Degree,cat__JobLevel_2,cat__JobLevel_5,cat__JobRole_Manager,cat__JobRole_Manufacturing Director,cat__JobRole_Research Director,cat__JobRole_Research Scientist,cat__JobRole_Sales Executive,cat__MaritalStatus_Divorced,cat__MaritalStatus_Married,cat__MaritalStatus_Single
-0.5239303127545413,-0.4673194602353336,2.118864154839164,0.9306209274596309,-1.2381408326609613,1.1722246444412685,1.1470289896703187,1.7582853188161762,0.3811870825779456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.5239303127545413,-0.4673194602353336,2.118864154839164,0.9306209274596309,-1.2381408326609613,1.1722246444412685,1.1470289896703187,1.7582853188161762,0.3811870825779456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.5239303127545413,-0.4673194602353336,2.118864154839164,0.9306209274596309,-1.2381408326609613,1.1722246444412685,1.1470289896703187,1.7582853188161762,0.3811870825779456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.2556697078613226,-0.9225164809405315,0.5188961308979904,0.9306209274596309,-1.2381408326609613,1.1722246444412685,0.23953767886790187,-1.083302204037663,0.3811870825779456,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.2556697078613226,-0.9225164809405315,0.5188961308979904,0.9306209274596309,-1.2381408326609613,1.1722246444412685,0.23953767886790187,-1.083302204037663,0.3811870825779456,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.2556697078613226,-0.9225164809405315,0.5188961308979904,0.9306209274596309,-1.2381408326609613,1.1722246444412685,0.23953767886790187,-1.083302204037663,0.3811870825779456,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.4127053114660498,-0.47261244884818476,-0.2810878810725965,0.15501439917478063,-1.2381408326609613,-1.5844981417569175,-1.5754449427369321,-1.083302204037663,-2.433583690045968,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.4127053114660498,-0.47261244884818476,-0.2810878810725965,0.15501439917478063,-1.2381408326609613,-1.5844981417569175,-1.5754449427369321,-1.083302204037663,-2.433583690045968,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.4127053114660498,-0.47261244884818476,-0.2810878810725965,0.15501439917478063,-1.2381408326609613,-1.5844981417569175,-1.5754449427369321,-1.083302204037663,-2.433583690045968,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9688303179085072,-0.15270421708746199,-0.2810878810725965,-0.6205921291100696,-1.2381408326609613,-1.5844981417569175,0.23953767886790187,-2.5040959654645825,0.3811870825779456,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9688303179085072,-0.15270421708746199,-0.2810878810725965,-0.6205921291100696,-1.2381408326609613,-1.5844981417569175,0.23953767886790187,-2.5040959654645825,0.3811870825779456,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9688303179085072,-0.15270421708746199,-0.2810878810725965,-0.6205921291100696,-1.2381408326609613,0.25331704904187313,0.23953767886790187,-2.5040959654645825,0.3811870825779456,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.5249553243509646,-0.41820052590807505,-0.68107988705789,-0.6205921291100696,-1.2381408326609613,0.25331704904187313,-1.5754449427369321,0.3374915573892567,-1.0261983037340112,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5249553243509646,-0.41820052590807505,-0.68107988705789,-0.6205921291100696,-1.2381408326609613,0.25331704904187313,-1.5754449427369321,0.3374915573892567,-1.0261983037340112,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5249553243509646,-0.41820052590807505,-0.68107988705789,-0.6205921291100696,-1.2381408326609613,0.25331704904187313,-1.5754449427369321,0.3374915573892567,-1.0261983037340112,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.636180325639456,2.7093205856534057,-0.68107988705789,-0.6205921291100696,-1.2381408326609613,-0.6655905463575221,1.1470289896703187,0.3374915573892567,0.3811870825779456,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.636180325639456,2.7093205856534057,-0.68107988705789,-0.6205921291100696,-1.2381408326609613,-0.6655905463575221,1.1470289896703187,0.3374915573892567,0.3811870825779456,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.636180325639456,2.7093205856534057,-0.68107988705789,-0.6205921291100696,-1.2381408326609613,-0.6655905463575221,1.1470289896703187,0.3374915573892567,0.3811870825779456,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-2.081080330793422,-0.6995758005672416,-0.68107988705789,0.15501439917478063,-1.2381408326609613,-0.6655905463575221,1.1470289896703187,0.3374915573892567,0.3811870825779456,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-2.081080330793422,-0.6995758005672416,-0.68107988705789,0.15501439917478063,-1.2381408326609613,-0.6655905463575221,1.1470289896703187,0.3374915573892567,0.3811870825779456,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-2.081080330793422,-0.6995758005672416,-0.68107988705789,0.15501439917478063,-1.2381408326609613,-0.6655905463575221,1.1470289896703187,0.3374915573892567,0.3811870825779456,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.14341969497640766,2.818144431533625,1.7188721488538705,0.15501439917478063,-1.2381408326609613,1.1722246444412685,0.23953767886790187,-1.083302204037663,0.3811870825779456,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.14341969497640766,2.818144431533625,1.7188721488538705,0.15501439917478063,-1.2381408326609613,1.1722246444412685,0.23953767886790187,-1.083302204037663,0.3811870825779456,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.14341969497640766,2.818144431533625,1.7188721488538705,0.15501439917478063,-1.2381408326609613,1.1722246444412685,0.23953767886790187,-1.083302204037663,0.3811870825779456,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.1912803204854903,-0.813269195971284,0.9188881368832839,0.15501439917478063,-1.2381408326609613,-1.5844981417569175,0.23953767886790187,0.3374915573892567,-1.0261983037340112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.1912803204854903,-0.813269195971284,0.9188881368832839,0.15501439917478063,-1.2381408326609613,-1.5844981417569175,0.23953767886790187,0.3374915573892567,-1.0261983037340112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.1912803204854903,-0.813269195971284,0.9188881368832839,0.15501439917478063,-1.2381408326609613,-1.5844981417569175,0.23953767886790187,0.3374915573892567,-1.0261983037340112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5883197001303736,-0.1736644519943525,0.9188881368832839,-0.6205921291100696,-1.2381408326609613,-0.6655905463575221,-1.5754449427369321,-1.083302204037663,0.3811870825779456,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5883197001303736,-0.1736644519943525,0.9188881368832839,-0.6205921291100696,-1.2381408326609613,-0.6655905463575221,-1.5754449427369321,-1.083302204037663,0.3811870825779456,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5883197001303736,-0.1736644519943525,0.9188881368832839,-0.6205921291100696,-1.2381408326609613,-0.6655905463575221,-1.5754449427369321,-1.083302204037663,0.3811870825779456,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-2.081080330793422,-0.8890647929073123,-0.68107988705789,0.15501439917478063,-1.2381408326609613,0.25331704904187313,0.23953767886790187,0.3374915573892567,-1.0261983037340112,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-2.081080330793422,-0.8890647929073123,-0.68107988705789,0.15501439917478063,-1.2381408326609613,0.25331704904187313,0.23953767886790187,0.3374915573892567,-1.0261983037340112,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-2.081080330793422,-0.8890647929073123,-0.68107988705789,0.15501439917478063,-1.2381408326609613,0.25331704904187313,0.23953767886790187,0.3374915573892567,-1.0261983037340112,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.4127053114660498,-0.07055703381601232,-0.2810878810725965,-0.6205921291100696,-1.2381408326609613,1.1722246444412685,0.23953767886790187,0.3374915573892567,-1.0261983037340112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.4127053114660498,-0.07055703381601232,-0.2810878810725965,-0.6205921291100696,-1.2381408326609613,1.1722246444412685,0.23953767886790187,0.3374915573892567,-1.0261983037340112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.4127053114660498,-0.07055703381601232,-0.2810878810725965,-0.6205921291100696,-1.2381408326609613,1.1722246444412685,0.23953767886790187,0.3374915573892567,-1.0261983037340112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-2.081080330793422,-0.8075527682694048,-0.68107988705789,-0.6205921291100696,-1.2381408326609613,1.1722246444412685,1.1470289896703187,1.7582853188161762,0.3811870825779456,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-2.081080330793422,-0.8075527682694048,-0.68107988705789,-0.6205921291100696,-1.2381408326609613,1.1722246444412685,1.1470289896703187,0.3374915573892567,0.3811870825779456,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-2.081080330793422,-0.8075527682694048,-0.68107988705789,-0.6205921291100696,-1.2381408326609613,1.1722246444412685,1.1470289896703187,1.7582853188161762,0.3811870825779456,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2.1454697181692546,2.818567870622653,0.5188961308979904,2.4818339840293313,-1.2381408326609613,1.1722246444412685,-1.5754449427369321,0.3374915573892567,0.3811870825779456,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.1454697181692546,2.818567870622653,0.5188961308979904,2.4818339840293313,-1.2381408326609613,1.1722246444412685,-1.5754449427369321,0.3374915573892567,0.3811870825779456,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.1454697181692546,2.818567870622653,0.5188961308979904,2.4818339840293313,-1.2381408326609613,1.1722246444412685,-1.5754449427369321,0.3374915573892567,0.3811870825779456,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.9698553295049306,-0.2545413179987179,-0.68107988705789,-0.6205921291100696,-1.2381408326609613,1.1722246444412685,0.23953767886790187,-1.083302204037663,0.3811870825779456,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.9698553295049306,-0.2545413179987179,-0.68107988705789,-0.6205921291100696,-1.2381408326609613,1.1722246444412685,0.23953767886790187,-1.083302204037663,0.3811870825779456,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.9698553295049306,-0.2545413179987179,-0.68107988705789,-0.6205921291100696,-1.2381408326609613,1.1722246444412685,0.23953767886790187,-1.083302204037663,0.3811870825779456,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5883197001303736,-0.422434916798356,0.5188961308979904,1.706227455744481,-1.2381408326609613,1.1722246444412685,0.23953767886790187,0.3374915573892567,0.3811870825779456,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.5883197001303736,-0.422434916798356,0.5188961308979904,1.706227455744481,-1.2381408326609613,1.1722246444412685,0.23953767886790187,0.3374915573892567,0.3811870825779456,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.5883197001303736,-0.422434916798356,0.5188961308979904,1.706227455744481,-1.2381408326609613,1.1722246444412685,0.23953767886790187,0.3374915573892567,0.3811870825779456,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.3014803101775583,-0.8126340373377419,0.11890412491269693,0.15501439917478063,-1.2381408326609613,0.25331704904187313,1.1470289896703187,0.3374915573892567,0.3811870825779456,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.3014803101775583,-0.8126340373377419,0.11890412491269693,0.15501439917478063,-1.2381408326609613,0.25331704904187313,1.1470289896703187,0.3374915573892567,0.3811870825779456,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.3014803101775583,-0.8126340373377419,0.11890412491269693,0.15501439917478063,-1.2381408326609613,0.25331704904187313,1.1470289896703187,0.3374915573892567,0.3811870825779456,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-2.081080330793422,0.9380748762489005,-0.68107988705789,1.706227455744481,-1.2381408326609613,0.25331704904187313,0.23953767886790187,0.3374915573892567,1.7885724688899023,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-2.081080330793422,0.9380748762489005,-0.68107988705789,1.706227455744481,-1.2381408326609613,0.25331704904187313,0.23953767886790187,0.3374915573892567,1.7885724688899023,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-2.081080330793422,0.9380748762489005,-0.68107988705789,1.706227455744481,-1.2381408326609613,0.25331704904187313,0.23953767886790187,0.3374915573892567,1.7885724688899023,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8576053166200157,-0.8069176096358627,1.3188801428685772,-0.6205921291100696,-1.2381408326609613,1.1722246444412685,-1.5754449427369321,0.3374915573892567,-1.0261983037340112,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.8576053166200157,-0.8069176096358627,1.3188801428685772,-0.6205921291100696,-1.2381408326609613,1.1722246444412685,-1.5754449427369321,0.3374915573892567,-1.0261983037340112,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.8576053166200157,-0.8069176096358627,1.3188801428685772,-0.6205921291100696,-1.2381408326609613,1.1722246444412685,-1.5754449427369321,0.3374915573892567,-1.0261983037340112,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.3014803101775583,-0.1673128656589311,0.11890412491269693,0.9306209274596309,-1.2381408326609613,-0.6655905463575221,-1.5754449427369321,0.3374915573892567,-1.0261983037340112,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3014803101775583,-0.1673128656589311,0.11890412491269693,0.9306209274596309,-1.2381408326609613,-0.6655905463575221,-1.5754449427369321,0.3374915573892567,-1.0261983037340112,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3014803101775583,-0.1673128656589311,0.11890412491269693,0.9306209274596309,-1.2381408326609613,-0.6655905463575221,-1.5754449427369321,0.3374915573892567,-1.0261983037340112,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.7474053269279475,1.5291958445321159,-0.68107988705789,0.15501439917478063,-1.2381408326609613,0.25331704904187313,1.1470289896703187,0.3374915573892567,0.3811870825779456,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.7474053269279475,1.5291958445321159,-0.68107988705789,0.15501439917478063,-1.2381408326609613,0.25331704904187313,1.1470289896703187,0.3374915573892567,0.3811870825779456,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.7474053269279475,1.5291958445321159,-0.68107988705789,0.15501439917478063,-1.2381408326609613,0.25331704904187313,1.1470289896703187,0.3374915573892567,0.3811870825779456,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-2.081080330793422,-0.6491865489728987,-0.68107988705789,0.9306209274596309,-1.2381408326609613,-0.6655905463575221,-0.6679536319345151,0.3374915573892567,1.7885724688899023,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-2.081080330793422,-0.6491865489728987,-0.68107988705789,0.9306209274596309,-1.2381408326609613,-0.6655905463575221,-0.6679536319345151,0.3374915573892567,1.7885724688899023,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-2.081080330793422,-0.6491865489728987,-0.68107988705789,0.9306209274596309,-1.2381408326609613,-0.6655905463575221,-0.6679536319345151,0.3374915573892567,1.7885724688899023,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.5249553243509646,-0.02016778222166948,0.11890412491269693,-0.6205921291100696,-1.2381408326609613,0.25331704904187313,-1.5754449427369321,0.3374915573892567,0.3811870825779456,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
